file_name,text
0395900158.jpg,"drawing of a dressed butterfly in a field with the title ""THE BEAUTIFUL BUTTERFLY"""
0395913624.jpg,"picture in black and white of a boy and a train with the title ""ORPHAN TRAIN RIDER ONE BOY'S TRUE STORY"""
0395919088.jpg,"drawing of a monkey sitting by a table and eating with the title ""Curious George Makes Pancakes"""
0399162593.jpg,"drawing of a fish in a tree with the title ""FISH IN A TREE"""
0399163964.jpg,"drawing of animals and a scarecrow with the title ""Otis AND THE Scarecrow"""
0399167919.jpg,"drawing of an astronaut and an airship with the title ""ONCE upon an ALPHABET"""
0399173145.jpg,"drawing of Santa Claus in a snowfall with the title ""DREAM SNOW"""
0399212582.jpg,"drawing of an old lady and a goose with the title ""MOTHER GOOSE"""
0399216197.jpg,"drawing of a wolf with the caption ""LonPoPo"""
0399225072.jpg,"drawing of a girl and two little boys in a snowy forest with the title ""CHRISTMAS TROLLS"""
0399226842.jpg,"drawing of a cricket with the title ""The Very Quiet Cricket"""
0399234160.jpg,"drawing of a boy in a garden and the title ""STAND TALL, MOLLY LOU MELON"""
039924039X.jpg,"drawing of a girl looking at Lincoln's statue with the caption ""Looking at LINCOLN"""
0399243003.jpg,"drawing of a security guard and a gorila with the title ""BUENAS NOCHES, GORILA"""
039924395X.jpg,"drawing of two bears below the caption ""You are my I Love you"""
0399246002.jpg,"drawing of two colorful fish and the title ""ARTIST to artist"""
0399255370.jpg,"drawing of four colorful crayons with the title ""THE DAY the CRAYONS QUIT"""
0399528970.jpg,"picture of a Buddha statue with the captions ""WIDE AWAKE"" and ""A Buddhist Guide for Teens"""
0431162638.jpg,"picture of people at a food feast with the title ""My Chinese New Year"""
043117895X.jpg,"picture of a black and grey background with the title ""Very Useful Machines: Wheels Hardback"""
0439020816.jpg,"drawing of a yellow dinosaur with people and the title ""How Do Dinosaurs Go to School?"""
0439110165.jpg,"picture of a dog shaped bananas and a bowl with the title ""DOG FOOD"""
0439203074.jpg,"drawing of a forest fire with the title ""The Great Fire"""
0439269679.jpg,"drawing of a woman with the title ""When Marian Sang"""
0439405572.jpg,"drawing of half the face of an owl with the title ""The Capture"""
0439440645.jpg,"drawing of a boy holding a blade and the title ""King Arthur"""
0439530822.jpg,"picture of two adults and a kid with the title ""ISLAND OF HOPE"""
043954324X.jpg,"drawing of two knights and a yellow castle with the title ""Castle"""
0439567068.jpg,"drawing of people by their houses with the title ""Lived When There Was Slavery in America"""
0439639069.jpg,"drawing of a face with the title ""THERE WAS AN OLD LADY WHO SWALLOWED FLY GUY"""
0439666538.jpg,"picture of a chameleon with the title ""CHAMELEON, CHAMELEON"""
0439706408.jpg,"drawing of a boy cartoon holding a map with the title ""BONE"""
0439802512.jpg,"picture of children with the title ""SHADES of BLACK A CELEBRATION OF OUR CHILDREN"""
0439846811.jpg,"drawing of a boy, a girl, and a rabbit by a door with the title ""AMULET"""
043985654X.jpg,"drawing of a dinousaur in a slide with the title ""How Do dinousaurs play with their friends?"""
0439873908.jpg,"drawing of a family of turkeys with the title ""The Best Thanksgiving Ever!"""
044022800X.jpg,"picture of a boy and a car with the title ""THE WATSONS GO TO BIRMINGHAM"""
0440228433.jpg,"drawing of two hands holding a paper crane with the title ""ONE THOUSAND PAPER CRANES"""
0440406943.jpg,"drawing of a man leading white horses with the title ""BOOK OF GREEK MYTHS"""
044041072X.jpg,"drawing of a boy grabbing a jar with sweets and the title ""The candy corn contest"""
0440417384.jpg,"drawing of a girl holding a blade and a dog with the title ""Tasty Baby Belly Buttons"""
0448405172.jpg,"drawing of planets with the title ""WHAT'S OUT THERE? A Book About Space"""
0448421828.jpg,"picture of people celebrating with the title ""U.S. Soccer Superstars"""
0448421917.jpg,"drawing of a bear opening a present by a Christmas tree with the title ""Corduroy's CHRISTMAS SURPRISE"""
0448424851.jpg,"drawing of a woman and a baby with the title ""Who Was Sacagawea?"""
0448425971.jpg,"drawing of a submarine with the title ""Civil War Sub The Mystery of the Hunley"""
0448426757.jpg,"drawing of a woman with a headdress with the title ""Who Was Maria Tallchief?"""
0448435683.jpg,"drawing of two adults and three kids with the captions ""Dick and Jane"" and ""Fun with Our FAMILY"""
0448437678.jpg,"drawing of a karate girl with the title ""KATIE KAZOO, SWITCHEROO Karate Katie"""
0448444828.jpg,"drawing of a girl with a book and the title ""Who Was Anne Frank?"""
0448445409.jpg,"drawing of a man with a red cap followed by horses and the title ""Who Was Marco Polo?"""
0448448580.jpg,"drawing of a pumpkin and a black cat with the title ""My First Halloween"""
0448448599.jpg,"drawing of a chandelier with nine candles and the title ""My First Chanukah"""
0448448637.jpg,"drawing of two dressed rabbits with the title ""Happy Halloween"""
0448454424.jpg,"drawing of a woman sitting in a bus with the title ""Who Was Rosa Parks?"""
0448455854.jpg,"drawing of a man with glasses in an office with the title ""Who Was Dr. Seuss?"""
0448458551.jpg,"drawing of a man and a crowd with the title ""¿Quién fue Martin Luther King, Jr.?"""
0448462427.jpg,"drawing of a girl and two ghosts with the title ""The HAUNTED LIBRARY"""
0448462877.jpg,"drawing of a man and a crowd with the title ""Who Was the March on Washington?"""
0448463326.jpg,"drawing of a man with glasses holding a notebook with the title ""Who Is Bill Gates?"""
0448464624.jpg,"drawing of a man in a vessel with the title ""What Was Pearl Harbor?"""
0448467976.jpg,"picture of a black and grey cat with the title ""Magic Kitten"""
0448478633.jpg,"drawing of a woman in a crop field with the title ""Who Is Michelle Obama?"""
0448479036.jpg,"drawing of a man with books and the title ""Who Was Louis Braille?"""
0448479133.jpg,"drawing of a man by an apple tree with the title ""Who Was Isaac Newton?"""
0448479389.jpg,"drawing of a woman with a headdress and animals with the title ""Who Was Frida Kahlo?"""
0448479451.jpg,"drawing of a man with a hat in a horse and the title ""Who Was Theodore Roosevelt?"""
0448479559.jpg,"drawing of a boxer man with the title ""Who Is Muhammad Ali?"""
0448480832.jpg,"drawing of a man with a headdress in a street with the title ""Who Was Julius Caesar?"""
0448481529.jpg,"drawing of a boy and a frog with the title ""Here's HANK"""
0448482355.jpg,"drawing of a man by a river in a jungle with the title ""Who Was Gandhi?"""
0448483041.jpg,"drawing of a woman with fire in the background with the title ""Who Was Joan of Arc?"""
0448483084.jpg,"drawing of a pirate with black beard with the title ""Who Was Blackbeard?"""
0448484242.jpg,"drawing of a bridge by a river with the title ""Where Is the Brooklyn Bridge?"""
0448486776.jpg,"drawing of a man drawing with the title ""Who Is Jeff Kinney?"""
0448487128.jpg,"drawing of two adults and two kids celebrating with the title ""The Night Before the Fourth of July"""
0448488531.jpg,"drawing of a woman sitting in an office with the title ""Who Was Maya Angelou?"""
0471219819.jpg,"drawing of a pyramid with a man with a headdress and the captions ""SECRETS OF ANCIENT CULTURES"" and ""THE MAYA"""
0471310115.jpg,"drawing of people with the title ""201 AWESOME, MAGICAL, BIZARRE & INCREDIBLE EXPERIMENTS"""
0486260526.jpg,"drawing of a giraffe with the title ""Zoo Animals Stained Glass Coloring book"""
0486264033.jpg,"drawing of two monkeys with the title ""LITTLE ZOO ANIMALS Coloring Book"""
0486264564.jpg,"drawing of an eagle and red roses with the title ""STATE BIRDS AND FLOWERS Coloring Book"""
0486269515.jpg,"drawing of women with the title ""America's First Ladies Coloring Book"""
0486286118.jpg,"drawing of a boy riding a goose over a land with the title ""THE WONDERFUL ADVENTURES OF NILS"""
0486286541.jpg,"drawing of flowers in a vase with the title ""Floral Bouquets"""
0486410331.jpg,"drawing of a cliff by the sea with the title ""Seashore Plants and Animals Coloring Book"""
0486420906.jpg,"drawing of a lion with the title ""ZOO ANIMALS DOT-TO-DOT"""
0486423697.jpg,"drawing of cacti in the desert with the title ""The Sonoran Desert by Day and Night"""
0486423883.jpg,"drawing of a fairy with white flowers and the title ""Garden Fairies"""
0486433315.jpg,"drawing of five pigs with the title ""Baby Animals coloring book"""
0486437043.jpg,"drawing of men in a ship by the sea with the title ""VIKING GODS AND HEROES"""
0486440095.jpg,"drawing of two trains with the title ""FAMOUS TRAINS"""
0486440532.jpg,"drawing of a man in a horse and a dog with the title ""TALES OF THE NORSE WARRIOR GODS"""
0486441032.jpg,"drawing of two animals in a car by a beach with the title ""ON THE GO MAZES"""
0486468933.jpg,"drawing of an elephant with the title ""How to Draw ANIMALS"""
0486499502.jpg,"drawing of a man and a woman dancing with the title ""FASHIONS OF THE ROARING TWENTIES"""
0486780333.jpg,"drawing of an owl with the title ""OWLS Coloring Book"""
0516041851.jpg,"picture of a man holding a trophy with the title ""MICHAEL CHANG Tennis Champion"""
0516207377.jpg,"picture of the entrance of a house entrance with the title ""FORM MUD TO HOUSE"""
0516211366.jpg,"picture of a green and white background with the title ""Learning about Bees from Mr. Krebs (Our Neighborhood (Childrens Press Hardcover))"""
0516246666.jpg,"picture of two kids holding a cage with a rabbit and the title ""What Is Mass?"""
0516258427.jpg,"picture of a light bulb and the title ""All About Light"""
0516263528.jpg,"drawing of a musical organ and musical notes with the title ""JOHANN SEBASTIAN BACH"""
051626401X.jpg,"drawing of two persons and a horn with the caption ""JOHN PHILIP SOUSA"""
051626415X.jpg,"picture of a beach with a rainbow and the title ""All the colors of the rainbow"""
0516273779.jpg,"picture of two boys with the title ""Ramadan"""
0516445391.jpg,"drawing of a musical organ and musical notes with the title ""GEORGE HANDEL"""
0521752418.jpg,"drawing of different colorful animals with the title ""The Chinese New Year"""
0525428518.jpg,"drawing of a girl in a flower field with the title ""I am Helen Keller"""
0525443088.jpg,"drawing of a dog with a blanket in a bed with the title ""SNUGGLE PIGGY AND THE MAGIC BLANKET"""
0525446443.jpg,"drawing of a bus in the street with people and the title ""The WHEELS on the BUS"""
0525457232.jpg,"drawing of different animals with the title ""The Complete TALES of Winnie-the-Pooh"""
0525461671.jpg,"drawing of a castle, a queen, a king, and a dragon with the title ""The WORLD of KING ARTHUR and HIS COURT"""
0525462694.jpg,"drawing of a boy holding an eagle with the title ""MY SIDE OF THE MOUNTAIN TRILOGY"""
0525479031.jpg,"drawing of two men by a table with the title ""WORST of FRIENDS"""
0525672834.jpg,"drawing of a man and a woman by a door with ducks and the title ""The Tale of the Mandarin Ducks"""
0525674675.jpg,"picture of a red and white background with the title ""The Ancestor Tree"""
0531068129.jpg,"drawing of a tree tip with a bird in the sky and the title ""Iktomi and the Buzzard"""
0531070689.jpg,"drawing of a blue dragon holding a cat and the title ""DRAGON'S Fat Cat"""
0531118355.jpg,"picture of a girl with a chandelier and the title ""Diwali"""
0531123588.jpg,"drawing of ancient people in red frames with the title ""THE ANCIENT INCA"""
0531123936.jpg,"draiwng of an explorer with a metallic hat with the title ""You Wouldn't want to explore with Sir Francis Drake!"""
053114464X.jpg,"picture of a black and green background with the title ""Motorcycles (Worldwise)"""
0531147819.jpg,"picture of a city in an island with the title ""TRUE Ellis Island"""
0531169006.jpg,"drawing of alarmed people with an erupting volcano and the title ""You Wouldn't Want to Live in Pompeii!"""
0531187454.jpg,"drawing of a man and a woman holding blades and the title ""You Wouldn't want to be an Aristocrat in the French Revolution!"""
0531187691.jpg,"pictures of two man and a girl holding a toy with the title ""The Scopes Trial"""
053120426X.jpg,"picture of a girl riding a horse with the title ""Let's Talk Riding"""
0531205185.jpg,"drawing of a rhyno and two persons running with the title ""You Wouldn't want to explore with Marco Polo!"""
0531208338.jpg,"pictures of women and a house with the title ""Ellis Island"""
0531212890.jpg,"picture of The Last Supper with the title ""LEONARDO DA VINCI"""
0531216225.jpg,"picture of a yellow school bus with the title ""School Buses"""
0531216640.jpg,"picture of two girls and two boys with the title ""THE CAST OF GIRL MEETS WORLD"""
0531219674.jpg,"picture of the outline of a face with digits and the title ""INTERNET INVENTORS"""
0531228525.jpg,"drawing of a woman and a man with the title ""You Wouldn't want to be sick in the 16th Century!"""
0531236056.jpg,"picture of two persons carrying Mexico and USA flags with the title ""THE UNITED STATES AND MEXICO"""
0531245047.jpg,"drawing of a chained man with the title ""You Wouldn't want to be in a Medieval Dungeon!"""
0531247104.jpg,"picture of trees and colorful paper sheets with the title ""Trees to paper"""
0531252299.jpg,"picture of a Mayan stone figure with the title ""The Ancient Maya"""
0531262154.jpg,"picture of a pin with the caption ""VOTE"" and the title ""Voting"""
0531276724.jpg,"picture of war tanks and the title ""TIANAMNMEN SQUARE IN CHINA"""
0531280284.jpg,"drawing of two men in the floor with the title ""You Wouldn't want to be a Roman Gladiator!"""
0543912124.jpg,"picture of a yellow abstract background with the title ""PETITE PRINCESSE"""
054403256X.jpg,"drawing of a stick and a stone with the title ""Stick and stone"""
0544050509.jpg,"drawing of a man in a black suit and a black hat with the title ""Grandfather's Journey"""
0544099990.jpg,"picture of a wave hitting a cliff with the title ""The Next Wave"""
0544105125.jpg,"drawing of a part of a clock with the title ""About TIME"""
0544159039.jpg,"drawing of a zebra, an elephant, a lion, and a turtle with the title ""HOORAY FOR HAT!"""
0544232704.jpg,"picture of an octopus with the title ""THE OCTOPUS SCIENTISTS"""
0544320417.jpg,"drawing of a blue car by a Christmas tree with animals and the title ""Little Blue Truck's Christmas"""
054438072X.jpg,"drawing of a children's play area with a lot of kids and the captions ""Where Is Curious George? A LOOK-AND-FIND BOOK"" and ""AROUND THE TOWN"""
0544416643.jpg,"picture of a white building by the mountains and the title ""INSIDE BIOSPHERE 2"""
0544502698.jpg,"drawing of a brown duck surrounded by red hearts and the title ""Ollie's Valentine"""
0544652266.jpg,"drawing of a monkey, a man with yellow suit, a kid and the moon with the title ""IT'S RAMADAN, Curious George"""
0545042208.jpg,"drawing of yellow triangle with a face dancing and the title ""The GREEDY Triangle"""
0545043611.jpg,"drawing of a man by a sleigh with reindeer and the title ""THERE WAS AN OLD LADY WHO SWALLOWED A BELL!"""
0545077974.jpg,"drawing of a black duck and a small yellow duck with the title ""A Cuddle for Little Duck"""
0545093155.jpg,"drawing of a wolf and a bear with the title ""WOLVES OF THE BEYOND WATCH WOLF"""
0545093171.jpg,"drawing of a wolf in a starry night with the title ""WOLVES OF THE BEYOND FROST WOLF"""
0545093341.jpg,"picture of a hand holding a sword and the title ""HERE LIES ARTHUR"""
0545108551.jpg,"picture of a girl with a dress and the title ""RUBY BRIDGES GOES TO SCHOOL"""
0545121191.jpg,"drawing of a big Christmas tree and two mouses with the title ""The Biggest Christmas Tree Ever"""
0545129311.jpg,"drawing of a dog surrounded by trash and the title ""Gregory, the Terrible Eater"""
0545143144.jpg,"drawing of a happy dinosaur holding two persons and the title ""How Do Dinosaurs Say I Love You?"""
0545156645.jpg,"picture of two kids running in a forest and the title ""HTE MADMAN OF PINEY WOODS"""
0545174775.jpg,"drawing of a pink cupcake with a cherry on top and the title ""The Baby-Sitters Club"""
0545208858.jpg,"drawing of a boy, a girl, a fox, and an airship in the sky with the title ""AMULET"""
0545208890.jpg,"drawing of a girl, a boy, two men, and a monster in the sky with the title ""AMULET"""
0545214076.jpg,"drawing of colorful lighted candles with the title ""Hanukkah A counting book"""
0545215951.jpg,"drawing of a ghost costume by a house in the night with the title ""Clifford's Halloween"""
054521596X.jpg,"drawing of a big red dog in the roof of a house with Santa Claus and the title ""Clifford's Christmas"""
0545222680.jpg,"drawing of a man holding a flag and a man holding a feather with the title ""Those Rebels, John & Tom"""
0545235146.jpg,"drawing of a dressed gingerbread man and the title ""The Gingerbread Man"""
0545236533.jpg,"drawing of dinosaurs playing musical instruments and the title ""How Do Dinosaurs Play All Day?"""
0545274435.jpg,"drawing of colorful animals by a vase with plants and the title ""Green Shamrocks"""
0545290791.jpg,"picture of a black background with words in white and the title ""cut"""
0545361591.jpg,"drawing of a phoenix with flames and the title ""THE CHRONICLES OF AVANTIA FIRST HERO"""
0545383730.jpg,"picture of a hand selecting icons on a digital screen and the title ""TECHNOLOGY"""
0545405750.jpg,"drawing of Albert Einsten and the title ""I Am Albert Einstein"""
0545427967.jpg,"pictures of different animals and the title ""101 ANIMAL RECORDS"""
0545459389.jpg,"drawing of a boy running from a war tank and the title ""I Survived"""
0545480299.jpg,"drawing of comic superheroes with the title ""SUPER HEROES LAST LAUGH!"""
054548443X.jpg,"drawing of a hanging grey pig with the title ""Boris on the move"""
0545498619.jpg,"drawing of a pink pig and animals with the captions ""PeppaPig STICKER STORYBOOK"" and ""Fun with Friends"""
0545533643.jpg,"drawing of two happy white mice with the title ""Dreidel, Dreidel, Dreidel!"""
0545540879.jpg,"drawing of cows with glasses and eating popcorn with the title ""Get the GIGGLES"""
0545540895.jpg,"drawing of a house with big windows and the title ""The White House"""
0545603323.jpg,"picture of a shark and a shark's tooth with the title ""SHARKS!"""
0545623952.jpg,"drawing of a boy in an school hallway with the title ""Eerie Elementary The Locker ATE Lucy!"""
0545626781.jpg,"drawing of an orange mouse holding a brush with blue paint and the title ""Hot Rod Hamster AND THE WACKY WHATEVER RACE!"""
0545637082.jpg,"drawing of a girl in a dress with a yellow horse and the title ""THE PRINCESS AND THE PONY"""
0545646286.jpg,"drawing of a blue dragon with two kids and the title ""DRAGON MASTERS SECRET OF THE WATER DRAGON"""
0545655994.jpg,"drawing of a colorful airplane by the sea with the title ""The Magic School Bus and the Climate Challenge"""
0545661684.jpg,"drawing with a girl in a white dress and rabbits on a field with the title ""The Rescue Princesses"""
0545669111.jpg,"picture of a smiling man with the title ""NELSON MANDELA NO EASY WALK TO FREEDOM"""
054567350X.jpg,"picture of a man holding a basketball with the title ""I Am LeBron James"""
054567493X.jpg,"drawing of a boy with a baseball bat below the caption ""LITTLE Rhino"""
0545674964.jpg,"drawing of a boy with a baseball team below the caption ""LITTLE Rhino DUGOUT HERO"""
0545679494.jpg,"picture of different persons and the title ""2015 ALMANAC FOR KIDS"""
0545685346.jpg,"drawing of a green dragon and the title ""WINGS OF FIRE"""
0545685370.jpg,"drawing of a blue dragon with the title ""WINGS OF FIRE"""
0545734096.jpg,"drawing of a boy holding a white cat and the title ""BOB BOOKS First Stories"""
0545747759.jpg,"drawing of a rabbit, a pig, and a cat wearing tutus with the title ""Ballet Lesson"""
0545823234.jpg,"drawing of a golden sword with the captions ""MINECRAFT"" and ""COMBAT HANDBOOK"""
0545826276.jpg,"drawing of a man, a woman, and a man in a wheelchair with the title ""SUPERSTARS of SCIENCE"""
0545831946.jpg,"drawing of a girl in a light circle with the captions ""DAVID BALDACCI THE KEEPER"""
0545834910.jpg,"drawing of two pigs swimming with the title ""Peppa Goes Swimming"""
0545835542.jpg,"drawing of two mice dressed in front of a house and the title ""MOUSE HOUSE HUNTER"""
0545847303.jpg,"picture of books with skeletons in the cover and the title ""Goosebumps"""
054585184X.jpg,"picture of a man wearing dark glasses and the title ""WARRIORS The GREATEST Fighters in History"""
0545860539.jpg,"picture of a blue background with the caption ""THE SURVIVAL GUIDE TO BULLYING"""
0545862612.jpg,"drawing of a girl singing and picture of a woman with the title ""WHEN I GROW UP Taylor Swift"""
0545891469.jpg,"drawing of an elephant and two pigs with toys and the title ""Dentist Trip"""
0547014341.jpg,"drawing of a sword stuck in water with the title ""Parsifal's Page"""
0547014848.jpg,"drawing of a man holding a stick with the title ""The Quest of the Fair Unknown"""
0547053444.jpg,"picture of elephants with the title ""ELEPHANT SCIENTITS"""
0547144202.jpg,"drawing of a knight with a shield and a sword with the title ""The Legend of the King"""
0547237650.jpg,"picture of a lemonade glass with the title ""The Lemonade War"""
0547238630.jpg,"drawing of a monkey with a red hat and snowflakes with the title ""Curious George Christmas Countdown"""
0547248296.jpg,"drawing of a man working in a table with the title ""SNOWFLAKE BENTLEY"""
0547315813.jpg,"picture of a barrel falling from a waterfall with the title ""QUEEN OF THE FALLS"""
